"2020-09-25 11:25:02 ERROR o.s.c.logging.LoggingRebinder - Cannot set level: = DEBUG for 'com.mindtree'
""2020-09-25 11:25:02 INFO  c.m.o.OrderServiceApplication - The following profiles are active: prod
""2020-09-25 18:46:45 WARN  c.n.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1601039805096, current=DOWN, previous=UP]
""2020-09-25 18:46:45 INFO  c.n.discovery.DiscoveryClient - DiscoveryClient_ORDERSERVICE/MT-7JZHRT2:orderservice:8084: registering service...
""2020-09-25 18:46:45 INFO  c.n.discovery.DiscoveryClient - DiscoveryClient_ORDERSERVICE/MT-7JZHRT2:orderservice:8084 - registration status: 204
""2020-09-25 18:46:45 INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-1, groupId=group_id] Member consumer-1-08ca3da2-5d52-481f-999c-2cef4c3b9f95 sending LeaveGroup request to coordinator MT-7JZHRT2:9092 (id: 2147483647 rack: null)
""2020-09-25 18:46:45 INFO  o.a.k.c.consumer.KafkaConsumer - [Consumer clientId=consumer-1, groupId=group_id] Unsubscribed all topics or patterns and assigned partitions
""2020-09-25 18:46:45 INFO  o.s.s.c.ThreadPoolTaskScheduler - Shutting down ExecutorService
""2020-09-25 18:46:45 INFO  o.s.k.l.KafkaMessageListenerContainer$ListenerConsumer - group_id: Consumer stopped
""2020-09-25 18:46:45 INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
""2020-09-25 18:46:45 INFO  c.n.u.c.ShutdownEnabledTimer - Shutdown hook removed for: NFLoadBalancer-PingTimer-searchservice
""2020-09-25 18:46:45 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2020-09-25 18:46:45 INFO  c.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2020-09-25 18:46:45 INFO  c.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2020-09-25 18:46:45 INFO  c.n.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
""2020-09-25 18:46:48 INFO  c.n.discovery.DiscoveryClient - Unregistering ...
""2020-09-25 18:46:48 INFO  c.n.discovery.DiscoveryClient - DiscoveryClient_ORDERSERVICE/MT-7JZHRT2:orderservice:8084 - deregister  status: 200
""2020-09-25 18:46:48 INFO  c.n.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
""2020-09-25 18:46:51 ERROR o.s.c.logging.LoggingRebinder - Cannot set level: = DEBUG for 'com.mindtree'
""2020-09-25 18:46:51 INFO  c.m.o.OrderServiceApplication - The following profiles are active: dev
""2020-09-25 18:46:51 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2020-09-25 18:46:51 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 25ms. Found 3 JPA repository interfaces.
""2020-09-25 18:46:51 INFO  o.s.c.context.scope.GenericScope - BeanFactory id=954a3d38-f70b-36b1-bb93-59b719c8de49
""2020-09-25 18:46:51 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mindtree.order.proxy.SearchProxy' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2020-09-25 18:46:52 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
""2020-09-25 18:46:52 INFO  o.a.c.core.StandardService - Starting service [Tomcat]
""2020-09-25 18:46:52 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
""2020-09-25 18:46:52 INFO  o.a.c.c.C.[.[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2020-09-25 18:46:52 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 808 ms
""2020-09-25 18:46:52 INFO  c.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
""2020-09-25 18:46:52 INFO  c.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
""2020-09-25 18:46:52 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-09-25 18:46:52 WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2020-09-25 18:46:52 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-09-25 18:46:52 DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - 8 mappings in 'requestMappingHandlerMapping'
""2020-09-25 18:46:52 INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2020-09-25 18:46:52 WARN  c.n.c.s.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
""2020-09-25 18:46:52 INFO  c.n.c.s.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
""2020-09-25 18:46:52 INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
""2020-09-25 18:46:52 DEBUG o.s.w.s.m.m.a.RequestMappingHandlerAdapter - ControllerAdvice beans: 0 @ModelAttribute, 0 @InitBinder, 1 RequestBodyAdvice, 1 ResponseBodyAdvice
""2020-09-25 18:46:52 DEBUG o.s.w.s.h.SimpleUrlHandlerMapping - Patterns [/webjars/**, /**] in 'resourceHandlerMapping'
""2020-09-25 18:46:52 DEBUG o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - ControllerAdvice beans: 1 @ExceptionHandler, 1 ResponseBodyAdvice
""2020-09-25 18:46:53 INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses Jersey
""2020-09-25 18:46:53 WARN  o.s.c.l.c.BlockingLoadBalancerClientAutoConfiguration$BlockingLoadBalancerClientRibbonWarnLogger - You already have RibbonLoadBalancerClient on your classpath. It will be used by default. As Spring Cloud Ribbon is in maintenance mode. We recommend switching to BlockingLoadBalancerClient instead. In order to use it, set the value of `spring.cloud.loadbalancer.ribbon.enabled` to `false` or remove spring-cloud-starter-netflix-ribbon from your project.
""2020-09-25 18:46:53 INFO  o.s.c.n.e.InstanceInfoFactory - Setting initial instance status as: STARTING
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
""2020-09-25 18:46:53 INFO  c.n.d.p.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
""2020-09-25 18:46:53 INFO  c.n.d.p.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
""2020-09-25 18:46:53 INFO  c.n.d.p.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
""2020-09-25 18:46:53 INFO  c.n.d.p.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
""2020-09-25 18:46:53 INFO  c.n.d.s.r.a.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Disable delta property : false
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Single vip registry refresh property : null
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Force full registry fetch : false
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Application is null : false
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Registered Applications size is zero : true
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Application version is -1: true
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - The response status is 200
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
""2020-09-25 18:46:53 INFO  c.n.d.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1601039813796 with initial instances count: 3
""2020-09-25 18:46:53 INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application ORDERSERVICE with eureka with status UP
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1601039813799, current=UP, previous=STARTING]
""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - DiscoveryClient_ORDERSERVICE/MT-7JZHRT2:orderservice:8084: registering service...
""2020-09-25 18:46:53 INFO  o.a.k.c.consumer.ConsumerConfig - ConsumerConfig values: 
	allow.auto.create.topics = true
	auto.commit.interval.ms = 5000
	auto.offset.reset = latest
	bootstrap.servers = [localhost:9092]
	check.crcs = true
	client.dns.lookup = default
	client.id = 
	client.rack = 
	connections.max.idle.ms = 540000
	default.api.timeout.ms = 60000
	enable.auto.commit = false
	exclude.internal.topics = true
	fetch.max.bytes = 52428800
	fetch.max.wait.ms = 500
	fetch.min.bytes = 1
	group.id = group_id
	group.instance.id = null
	heartbeat.interval.ms = 3000
	interceptor.classes = []
	internal.leave.group.on.close = true
	isolation.level = read_uncommitted
	key.deserializer = class org.apache.kafka.common.serialization.StringDeserializer
	max.partition.fetch.bytes = 1048576
	max.poll.interval.ms = 300000
	max.poll.records = 500
	metadata.max.age.ms = 300000
	metric.reporters = []
	metrics.num.samples = 2
	metrics.recording.level = INFO
	metrics.sample.window.ms = 30000
	partition.assignment.strategy = [class org.apache.kafka.clients.consumer.RangeAssignor]
	receive.buffer.bytes = 65536
	reconnect.backoff.max.ms = 1000
	reconnect.backoff.ms = 50
	request.timeout.ms = 30000
	retry.backoff.ms = 100
	sasl.client.callback.handler.class = null
	sasl.jaas.config = null
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.login.callback.handler.class = null
	sasl.login.class = null
	sasl.login.refresh.buffer.seconds = 300
	sasl.login.refresh.min.period.seconds = 60
	sasl.login.refresh.window.factor = 0.8
	sasl.login.refresh.window.jitter = 0.05
	sasl.mechanism = GSSAPI
	security.protocol = PLAINTEXT
	send.buffer.bytes = 131072
	session.timeout.ms = 10000
	ssl.cipher.suites = null
	ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
	ssl.endpoint.identification.algorithm = https
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.protocol = TLS
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	value.deserializer = class org.apache.kafka.common.serialization.StringDeserializer

""2020-09-25 18:46:53 INFO  c.n.discovery.DiscoveryClient - DiscoveryClient_ORDERSERVICE/MT-7JZHRT2:orderservice:8084 - registration status: 204
""2020-09-25 18:46:53 INFO  o.a.k.common.utils.AppInfoParser - Kafka version: 2.3.1
""2020-09-25 18:46:53 INFO  o.a.k.common.utils.AppInfoParser - Kafka commitId: 18a913733fb71c01
""2020-09-25 18:46:53 INFO  o.a.k.common.utils.AppInfoParser - Kafka startTimeMs: 1601039813808
""2020-09-25 18:46:53 INFO  o.a.k.c.consumer.KafkaConsumer - [Consumer clientId=consumer-2, groupId=group_id] Subscribed to topic(s): addToCart
""2020-09-25 18:46:53 INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService
""2020-09-25 18:46:53 INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
""2020-09-25 18:46:53 INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2020-09-25 18:46:53 INFO  o.apache.kafka.clients.Metadata - [Consumer clientId=consumer-2, groupId=group_id] Cluster ID: muh6ZvnKSlmtdPjqUAAreQ
""2020-09-25 18:46:53 INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-2, groupId=group_id] Discovered group coordinator MT-7JZHRT2:9092 (id: 2147483647 rack: null)
""2020-09-25 18:46:53 INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-2, groupId=group_id] Revoking previously assigned partitions []
""2020-09-25 18:46:53 INFO  o.s.k.l.KafkaMessageListenerContainer - group_id: partitions revoked: []
""2020-09-25 18:46:53 INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-2, groupId=group_id] (Re-)joining group
""2020-09-25 18:46:53 INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-2, groupId=group_id] (Re-)joining group
""2020-09-25 18:46:53 INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2020-09-25 18:46:53 INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-2, groupId=group_id] Successfully joined group with generation 110
""2020-09-25 18:46:53 INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-2, groupId=group_id] Setting newly assigned partitions: addToCart-0
""2020-09-25 18:46:53 INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-2, groupId=group_id] Setting offset for partition addToCart-0 to the committed offset FetchPosition{offset=37, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=MT-7JZHRT2:9092 (id: 0 rack: null), epoch=0}}
""2020-09-25 18:46:53 INFO  o.s.k.l.KafkaMessageListenerContainer - group_id: partitions assigned: [addToCart-0]
""2020-09-25 18:46:53 INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: confirmOrderPaynowUsingPOST_1
""2020-09-25 18:46:53 ERROR o.s.k.l.LoggingErrorHandler - Error while processing: ConsumerRecord(topic = addToCart, partition = 0, leaderEpoch = 0, offset = 37, CreateTime = 1601039672852, serialized key size = -1, serialized value size = 90, headers = RecordHeaders(headers = [RecordHeader(key = __TypeId__, value = [99, 111, 109, 46, 109, 105, 110, 100, 116, 114, 101, 101, 46, 117, 115, 101, 114, 46, 100, 116, 111, 46, 67, 97, 114, 116, 68, 116, 111])], isReadOnly = false), key = null, value = {"userId":"104885148526304774223","restaurantId":3,"foodList":[{"foodId":6,"quantity":2}]})
"org.springframework.kafka.listener.ListenerExecutionFailedException: Listener method 'public void com.mindtree.order.serviceimpl.OrderServiceImpl.addToCartFromKafka(java.lang.String) throws com.mindtree.order.exception.OrderServiceAppException' threw exception; nested exception is org.hibernate.LazyInitializationException: failed to lazily initialize a collection of role: com.mindtree.order.entity.Cart.foodList, could not initialize proxy - no Session; nested exception is org.hibernate.LazyInitializationException: failed to lazily initialize a collection of role: com.mindtree.order.entity.Cart.foodList, could not initialize proxy - no Session
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.decorateException(KafkaMessageListenerContainer.java:1879) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeErrorHandler(KafkaMessageListenerContainer.java:1871) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeRecordListener(KafkaMessageListenerContainer.java:1783) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeWithRecords(KafkaMessageListenerContainer.java:1708) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeRecordListener(KafkaMessageListenerContainer.java:1611) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeListener(KafkaMessageListenerContainer.java:1350) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.pollAndInvoke(KafkaMessageListenerContainer.java:1081) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.run(KafkaMessageListenerContainer.java:992) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source) [na:1.8.0_241]
	at java.util.concurrent.FutureTask.run(Unknown Source) [na:1.8.0_241]
	at java.lang.Thread.run(Unknown Source) [na:1.8.0_241]
Caused by: org.hibernate.LazyInitializationException: failed to lazily initialize a collection of role: com.mindtree.order.entity.Cart.foodList, could not initialize proxy - no Session
	at org.hibernate.collection.internal.AbstractPersistentCollection.throwLazyInitializationException(AbstractPersistentCollection.java:606) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.AbstractPersistentCollection.withTemporarySessionIfNeeded(AbstractPersistentCollection.java:218) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.AbstractPersistentCollection.readSize(AbstractPersistentCollection.java:162) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.PersistentBag.size(PersistentBag.java:371) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.PersistentBag.addAll(PersistentBag.java:439) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at com.mindtree.order.serviceimpl.OrderServiceImpl.addToCart(OrderServiceImpl.java:95) ~[classes/:na]
	at com.mindtree.order.serviceimpl.OrderServiceImpl.addToCartFromKafka(OrderServiceImpl.java:58) ~[classes/:na]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_241]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[na:1.8.0_241]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[na:1.8.0_241]
	at java.lang.reflect.Method.invoke(Unknown Source) ~[na:1.8.0_241]
	at org.springframework.messaging.handler.invocation.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:171) ~[spring-messaging-5.2.9.RELEASE.jar:5.2.9.RELEASE]
	at org.springframework.messaging.handler.invocation.InvocableHandlerMethod.invoke(InvocableHandlerMethod.java:120) ~[spring-messaging-5.2.9.RELEASE.jar:5.2.9.RELEASE]
	at org.springframework.kafka.listener.adapter.HandlerAdapter.invoke(HandlerAdapter.java:48) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.adapter.MessagingMessageListenerAdapter.invokeHandler(MessagingMessageListenerAdapter.java:326) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:86) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:51) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeOnMessage(KafkaMessageListenerContainer.java:1833) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeOnMessage(KafkaMessageListenerContainer.java:1815) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeRecordListener(KafkaMessageListenerContainer.java:1770) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	... 8 common frames omitted
"2020-09-25 18:46:53 ERROR o.s.k.l.LoggingErrorHandler - Error while processing: ConsumerRecord(topic = addToCart, partition = 0, leaderEpoch = 0, offset = 38, CreateTime = 1601039728055, serialized key size = -1, serialized value size = 90, headers = RecordHeaders(headers = [RecordHeader(key = __TypeId__, value = [99, 111, 109, 46, 109, 105, 110, 100, 116, 114, 101, 101, 46, 117, 115, 101, 114, 46, 100, 116, 111, 46, 67, 97, 114, 116, 68, 116, 111])], isReadOnly = false), key = null, value = {"userId":"104885148526304774223","restaurantId":3,"foodList":[{"foodId":6,"quantity":2}]})
"org.springframework.kafka.listener.ListenerExecutionFailedException: Listener method 'public void com.mindtree.order.serviceimpl.OrderServiceImpl.addToCartFromKafka(java.lang.String) throws com.mindtree.order.exception.OrderServiceAppException' threw exception; nested exception is org.hibernate.LazyInitializationException: failed to lazily initialize a collection of role: com.mindtree.order.entity.Cart.foodList, could not initialize proxy - no Session; nested exception is org.hibernate.LazyInitializationException: failed to lazily initialize a collection of role: com.mindtree.order.entity.Cart.foodList, could not initialize proxy - no Session
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.decorateException(KafkaMessageListenerContainer.java:1879) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeErrorHandler(KafkaMessageListenerContainer.java:1871) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeRecordListener(KafkaMessageListenerContainer.java:1783) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeWithRecords(KafkaMessageListenerContainer.java:1708) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeRecordListener(KafkaMessageListenerContainer.java:1611) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeListener(KafkaMessageListenerContainer.java:1350) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.pollAndInvoke(KafkaMessageListenerContainer.java:1081) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.run(KafkaMessageListenerContainer.java:992) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at java.util.concurrent.Executors$RunnableAdapter.call(Unknown Source) [na:1.8.0_241]
	at java.util.concurrent.FutureTask.run(Unknown Source) [na:1.8.0_241]
	at java.lang.Thread.run(Unknown Source) [na:1.8.0_241]
Caused by: org.hibernate.LazyInitializationException: failed to lazily initialize a collection of role: com.mindtree.order.entity.Cart.foodList, could not initialize proxy - no Session
	at org.hibernate.collection.internal.AbstractPersistentCollection.throwLazyInitializationException(AbstractPersistentCollection.java:606) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.AbstractPersistentCollection.withTemporarySessionIfNeeded(AbstractPersistentCollection.java:218) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.AbstractPersistentCollection.readSize(AbstractPersistentCollection.java:162) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.PersistentBag.size(PersistentBag.java:371) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at org.hibernate.collection.internal.PersistentBag.addAll(PersistentBag.java:439) ~[hibernate-core-5.4.21.Final.jar:5.4.21.Final]
	at com.mindtree.order.serviceimpl.OrderServiceImpl.addToCart(OrderServiceImpl.java:95) ~[classes/:na]
	at com.mindtree.order.serviceimpl.OrderServiceImpl.addToCartFromKafka(OrderServiceImpl.java:58) ~[classes/:na]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_241]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[na:1.8.0_241]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[na:1.8.0_241]
	at java.lang.reflect.Method.invoke(Unknown Source) ~[na:1.8.0_241]
	at org.springframework.messaging.handler.invocation.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:171) ~[spring-messaging-5.2.9.RELEASE.jar:5.2.9.RELEASE]
	at org.springframework.messaging.handler.invocation.InvocableHandlerMethod.invoke(InvocableHandlerMethod.java:120) ~[spring-messaging-5.2.9.RELEASE.jar:5.2.9.RELEASE]
	at org.springframework.kafka.listener.adapter.HandlerAdapter.invoke(HandlerAdapter.java:48) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.adapter.MessagingMessageListenerAdapter.invokeHandler(MessagingMessageListenerAdapter.java:326) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:86) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:51) ~[spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeOnMessage(KafkaMessageListenerContainer.java:1833) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeOnMessage(KafkaMessageListenerContainer.java:1815) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeRecordListener(KafkaMessageListenerContainer.java:1770) [spring-kafka-2.3.11.RELEASE.jar:2.3.11.RELEASE]
	... 8 common frames omitted
"2020-09-25 18:46:53 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
""2020-09-25 18:46:53 INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8084
""2020-09-25 18:46:54 INFO  c.m.o.OrderServiceApplication - Started OrderServiceApplication in 5.461 seconds (JVM running for 252.731)
""2020-09-25 18:46:54 INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2020-09-25 18:46:58 ERROR o.s.k.l.LoggingErrorHandler - Error while processing: ConsumerRecord(topic = addToCart, partition = 0, leaderEpoch = 0, offset = 39, CreateTime = 1601039818813, serialized key size = -1, serialized value size = 90, headers = RecordHeaders(headers = [RecordHeader(key = __TypeId__, value = [99, 111, 109, 46, 109, 105, 110, 100, 116, 114, 101, 101, 46, 117, 115, 101, 114, 46, 100, 116, 111, 46, 67, 97, 114, 116, 68, 116, 111])], isReadOnly = false), key = null, value = {"userId":"104885148526304774223","restaurantId":3,"foodList":[{"foodId":6,"quantity":2}]})
